BusStopCode,Description,Latitude,Longitude,Location
24621,Aft Ocean Tanker,1.30797138899535,103.6497794440252,Aft Ocean Tanker 24621
24629,Opp Ocean Tanker,1.3085113890287,103.65015527797974,Opp Ocean Tanker 24629
24631,Bef Benoi Rd,1.32056657586424,103.67824444522353,Bef Benoi Rd 24631
24639,Aft Benoi Rd,1.32041012800861,103.67791569301414,Aft Benoi Rd 24639
24641,W Atelier,1.31424000000651,103.66551388890647,W Atelier 24641
24651,Metall-Treat Ind,1.31490027800406,103.66882611097928,Metall-Treat Ind 24651
24671,Hiap Teck Metal Co,1.30957805602715,103.66123000003104,Hiap Teck Metal Co 24671
24679,Opp Hiap Teck Metal Co,1.30929393064989,103.6612549652211,Opp Hiap Teck Metal Co 24679
24681,Opp Jurong Insp Ctr,1.31200874931979,103.65863348470845,Opp Jurong Insp Ctr 24681
24689,Jurong Insp Ctr,1.31152436181276,103.65889588893424,Jurong Insp Ctr 24689
24691,Aft Tuas Rd,1.31344500002083,103.65712805602767,Aft Tuas Rd 24691
24699,Bef Tuas Rd,1.31345305601187,103.65690250002406,Bef Tuas Rd 24699
24701,TUAS CRES STN EXIT B,1.321386,103.649116,TUAS CRES STN EXIT B 24701
24709,TUAS CRES STN EXIT A,1.32089,103.649026,TUAS CRES STN EXIT A 24709
24711,TUAS WEST RD STN EXIT B,1.329871,103.639994,TUAS WEST RD STN EXIT B 24711
24719,TUAS WEST RD STN EXIT A,1.330051,103.639332,TUAS WEST RD STN EXIT A 24719
25009,Tuas Ter,1.34499542766088,103.63920357507963,Tuas Ter 25009
25059,Aft Tuas Sth Blvd,1.270007,103.61725,Aft Tuas Sth Blvd 25059
25061,Kyocera Chemical,1.32758500003063,103.64528750001706,Kyocera Chemical 25061
25069,Opp Kyocera Chemical,1.32751179627799,103.645518021535,Opp Kyocera Chemical 25069
25071,Opp Nissin Trspt,1.32958277801799,103.6432063890228,Opp Nissin Trspt 25071
25079,Nissin Trspt,1.32944568983893,103.64347153803386,Nissin Trspt 25079
25091,Aft Tuas Ave 7,1.33443305603142,103.64520499998908,Aft Tuas Ave 7 25091
25099,Opto-Pharm,1.33392910725335,103.6449493341418,Opto-Pharm 25099
25101,Opp SMC Mfg,1.33428472907824,103.64783751324052,Opp SMC Mfg 25101
25109,SMC Mfg,1.33462333299665,103.64732250002416,SMC Mfg 25109
25111,Aft Tuas Ave 10,1.33239888543698,103.64981610844488,Aft Tuas Ave 10 25111
25119,Bef Tuas Ave 10,1.33212638903277,103.64991694402984,Bef Tuas Ave 10 25119
25121,Aft Tuas Ave 8,1.33060763294167,103.651696635235,Aft Tuas Ave 8 25121
25129,Aft Tuas Ave 6,1.32994444402601,103.65226388900422,Aft Tuas Ave 6 25129
25151,Mercedes-Benz Logistics,1.32913728132074,103.65325524319752,Mercedes-Benz Logistics 25151
25161,Toyochem Ink,1.32735422944929,103.65510623174904,Toyochem Ink 25161
25169,Opp Galmon S'pore,1.32774944401039,103.6545005560022,Opp Galmon S'pore 25169
25171,Becton Dickinson Med,1.32546645428693,103.65711196773576,Becton Dickinson Med 25171
25179,Sew-Eurodrive,1.32529138897633,103.65711333297114,Sew-Eurodrive 25179
25181,MAN Diesel,1.32385296919519,103.65881324089644,MAN Diesel 25181
25189,Soon Heng Glass,1.32383972198116,103.65861666698132,Soon Heng Glass 25189
25191,Asiatic Engrg,1.32129979633271,103.6596844024505,Asiatic Engrg 25191
25199,Bestofire and Thermal,1.32109472197296,103.65933166702904,Bestofire and Thermal 25199
25201,Aft Tuas Rd,1.31926000001423,103.65870833303144,Aft Tuas Rd 25201
25209,Bef Tuas Rd,1.31930805600666,103.65880916700372,Bef Tuas Rd 25209
25219,Aft Tuas Ave 2,1.32877104016653,103.65692226679496,Aft Tuas Ave 2 25219
25221,Raffles Country Club,1.33470589408796,103.65153114279173,Raffles Country Club 25221
25229,Crown Beverage Cans S'pore,1.33371272924751,103.65176249706444,Crown Beverage Cans S'pore 25229
25231,Opp Asia-Pacific Brewery,1.3386589540233,103.64740272813636,Opp Asia-Pacific Brewery 25231
25239,Asia-Pacific Brewery,1.33740500002037,103.64795499996724,Asia-Pacific Brewery 25239
25249,Aft Tuas West Rd,1.33985499996776,103.64535166698558,Aft Tuas West Rd 25249
25259,Bef Tuas West Dr,1.34418817757747,103.6407070702331,Bef Tuas West Dr 25259
25269,Tuas Checkpt,1.34777150726774,103.63746924027154,Tuas Checkpt 25269
25321,YCH Distripk,1.31765021571604,103.6564457850944,YCH Distripk 25321
25329,Mapletree Logistics,1.31779138900842,103.65646249999054,Mapletree Logistics 25329
25331,Chugoku Marine Paints,1.32019777799085,103.6538130560161,Chugoku Marine Paints 25331
25339,Asia Steel Welded Mesh,1.32018179763398,103.65396888287178,Asia Steel Welded Mesh 25339
25341,ROCKWOOL,1.32194305599571,103.6519888889781,ROCKWOOL 25341
25349,Times Printers,1.32159222133434,103.65248184445196,Times Printers 25349
25351,Hart Engrg Pte Ltd,1.32396971577017,103.65303152916468,Hart Engrg Pte Ltd 25351
25359,Opp Hart Engrg Pte Ltd,1.32365000001897,103.6529238890272,Opp Hart Engrg Pte Ltd 25359
25361,Yan San Metals Pte Ltd,1.32495846442648,103.65112458286887,Yan San Metals Pte Ltd 25361
25369,Jas Metal Coatings,1.32513576890329,103.65147255685936,Jas Metal Coatings 25369
25371,Aft Tuas Ave 4,1.32387805603322,103.64917444402576,Aft Tuas Ave 4 25371
25379,Aft Tuas Ave 6,1.3242164088822,103.64900097889706,Aft Tuas Ave 6 25379
25381,WYN2000 Logistics Ctr,1.32556305598951,103.64739583301906,WYN2000 Logistics Ctr 25381
25389,Aft Tuas Ave 8,1.32595623010711,103.64720536104248,Aft Tuas Ave 8 25389
25391,Bef Pioneer Rd,1.32896999391116,103.63704332757344,Bef Pioneer Rd 25391
25399,Aft Pioneer Rd,1.32923865523658,103.63794454078864,Aft Pioneer Rd 25399
25411,BEF TUAS TER,1.34387062081224,103.63830559259954,BEF TUAS TER 25411
25419,Aft Tuas Ter,1.3443890810874,103.63837611639327,Aft Tuas Ter 25419
25421,OPP TUAS LINK STN,1.3414665264837,103.63745040018382,OPP TUAS LINK STN 25421
25429,TUAS LINK STN,1.34055807307548,103.63696536000046,TUAS LINK STN 25429
25431,Super Continental,1.33897644927954,103.63658739973076,Super Continental 25431
25439,Opp Super Continental,1.33912525432561,103.63642647473378,Opp Super Continental 25439
25441,Bef Pioneer Rd,1.33483211759061,103.6351235369854,Bef Pioneer Rd 25441
25449,Aft Pioneer Rd,1.33559254994067,103.63488564434364,Aft Pioneer Rd 25449
25451,Aft Tuas West St,1.3322832999168,103.63410305264571,Aft Tuas West St 25451
25459,Opp Tuas West St,1.33279999997118,103.63412166700834,Opp Tuas West St 25459
25461,Aft Tuas West Ave,1.32944826490136,103.63291879027564,Aft Tuas West Ave 25461
25469,Bef Tuas West Ave,1.32929472200012,103.63264583299014,Bef Tuas West Ave 25469
25471,Opp S'pore Epson Ind,1.33552353410516,103.64184123007809,Opp S'pore Epson Ind 25471
25479,S'pore Epson Ind,1.33552805597987,103.64162972197276,S'pore Epson Ind 25479
25491,Opp Super Continental,1.33901033639652,103.63816647849173,Opp Super Continental 25491
25499,Super Continental,1.33874972198024,103.63823777800012,Super Continental 25499
25501,Kee Wee Hup Kee,1.33379055380717,103.6436358584241,Kee Wee Hup Kee 25501
25509,Opp Kee Wee Hup Kee,1.33355930464673,103.64364939022576,Opp Kee Wee Hup Kee 25509
25511,MICHELMAN,1.32981500001918,103.64080472198737,MICHELMAN 25511
25519,OPP MICHELMAN,1.32981451584967,103.6409965426425,OPP MICHELMAN 25519
25531,ST KINETICS,1.332349,103.645156,ST KINETICS 25531
25539,FUJIFILM,1.332311,103.64507,FUJIFILM 25539
25541,PEC,1.329782,103.647851,PEC 25541
25549,CAST LABORATORIES,1.329815,103.647687,CAST LABORATORIES 25549
25551,GARMCO,1.325522,103.645927,GARMCO 25551
25559,LEE WELDED MESH,1.325651,103.645879,LEE WELDED MESH 25559
25561,INVISTA,1.31836,103.637711,INVISTA 25561
25569,OPP INVISTA,1.318191,103.637247,OPP INVISTA 25569
25571,OPP WEST STAR,1.315444,103.635242,OPP WEST STAR 25571
25579,WEST STAR,1.315542,103.634947,WEST STAR 25579
25589,CROWN EQUIPMENT,1.328334,103.648426,CROWN EQUIPMENT 25589
25591,OPP WYETH PHARMACEUTICALS,1.310246,103.63509,OPP WYETH PHARMACEUTICALS 25591
25599,WYETH PHARMACEUTICALS,1.30943,103.635806,WYETH PHARMACEUTICALS 25599
25601,PFIZER GLOBAL,1.301632,103.634717,PFIZER GLOBAL 25601
25609,MERCK SHARP & DOHME,1.301942,103.634519,MERCK SHARP & DOHME 25609
25611,OPP WESTLINK TWO,1.297703,103.633033,OPP WESTLINK TWO 25611
25621,STARBURST ENGRG,1.294382,103.631889,STARBURST ENGRG 25621
25631,CONTAINER CONNECTIONS,1.290329,103.631397,CONTAINER CONNECTIONS 25631
25641,OPP ROCHE S'PORE TECH,1.296157,103.638434,OPP ROCHE S'PORE TECH 25641
25651,NOVARTIS,1.299345,103.63553,NOVARTIS 25651
25661,Bef Tuas Bay Lk,1.293361,103.639925,Bef Tuas Bay Lk 25661
25669,Aft Tuas Bay Lk,1.293396,103.639523,Aft Tuas Bay Lk 25669
25671,BEF OFFSHORE MARINE CTR,1.294546,103.641614,BEF OFFSHORE MARINE CTR 25671
25681,BEF TUAS WEST AVE,1.332541,103.637033,BEF TUAS WEST AVE 25681
25689,AFT TUAS WEST AVE,1.332109,103.637126,AFT TUAS WEST AVE 25689
25691,AFT TUAS WEST RD STN,1.328519,103.639669,AFT TUAS WEST RD STN 25691
25701,GLAXOSMITHKLINE,1.295593,103.627651,GLAXOSMITHKLINE 25701
25709,EDGEN MURRAY,1.295671,103.627284,EDGEN MURRAY 25709
25711,OPP THE INDEX,1.288627,103.625073,OPP THE INDEX 25711
25719,THE INDEX,1.289014,103.624893,THE INDEX 25719
25729,ABBOTT,1.284932,103.628258,ABBOTT 25729
25741,HALLIBURTON,1.280501,103.62711,HALLIBURTON 25741
25751,BEF TUAS STH AVE 14,1.278059,103.621663,BEF TUAS STH AVE 14 25751
25761,OPP REC S'PORE,1.275062,103.624222,OPP REC S'PORE 25761
25771,AFT TUAS STH ST 7,1.274334,103.632329,AFT TUAS STH ST 7 25771
25781,OPP SLS,1.276398,103.635811,OPP SLS 25781
25791,BEF TUAS STH AVE 10,1.28202,103.636126,BEF TUAS STH AVE 10 25791
25801,BEF TUAS STH AVE 7,1.28451,103.634186,BEF TUAS STH AVE 7 25801
25811,Bef Tuas Ave 7,1.332261,103.643199,Bef Tuas Ave 7 25811
25819,Aft Tuas Ave 7,1.332495,103.64353,Aft Tuas Ave 7 25819
25821,TUAS AMENITY CTR,1.317492,103.652589,TUAS AMENITY CTR 25821
26011,Bef Tuas Ave 11,1.31922965607898,103.64876709883724,Bef Tuas Ave 11 26011
26019,PROGRESS GALVANIZING,1.318612,103.648062,PROGRESS GALVANIZING 26019
26021,Bef Tuas Ave 13,1.3172613938167,103.64693086349152,Bef Tuas Ave 13 26021
26029,CHIA HOCK TRADING CO,1.317805,103.647257,CHIA HOCK TRADING CO 26029
26031,Hiap Seng Engrg Ltd,1.31548257210498,103.64524684749752,Hiap Seng Engrg Ltd 26031
26039,ASIA POLYURETHANE,1.316062,103.645623,ASIA POLYURETHANE 26039
26041,HIAP SENG ENGRG LTD,1.314711,103.643052,HIAP SENG ENGRG LTD 26041
26049,Damen Shipyard,1.31486576449382,103.64275148813714,Damen Shipyard 26049
26051,BLASTING ABRASIVES,1.316385,103.641295,BLASTING ABRASIVES 26051
26059,PAXOCEAN,1.31672777803073,103.64083888900358,PAXOCEAN 26059
26061,B S DEVELOPMENT,1.318186,103.639406,B S DEVELOPMENT 26061
26069,Aft Tuas Ave 16,1.31850277800807,103.63897555599392,Aft Tuas Ave 16 26069
26071,UNIFINE STAR PETROCHEM,1.320508,103.637024,UNIFINE STAR PETROCHEM 26071
26079,Bef Tuas Loop,1.32060611102859,103.6367552779852,Bef Tuas Loop 26079
26081,BEF TUAS AVE 18A,1.322491,103.634908,BEF TUAS AVE 18A 26081
26089,Bef Tuas Ave 20,1.32215171578031,103.63510021174817,Bef Tuas Ave 20 26089
26091,ROTARY ENGRG,1.324656,103.636135,ROTARY ENGRG 26091
26099,Bef Tuas Ave 13,1.32464249366642,103.6359968657898,Bef Tuas Ave 13 26099
26101,BASF STH EAST ASIA,1.326868,103.638144,BASF STH EAST ASIA 26101
26109,Bef Tuas Ave 11,1.32727742846476,103.63849052734984,Bef Tuas Ave 11 26109
26111,Tru-Marine,1.31464305600075,103.6542583329887,Tru-Marine 26111
26121,Bef Tuas Amenity Ctr,1.31736840181558,103.65136419209274,Bef Tuas Amenity Ctr 26121
26131,Aft Tuas Cres,1.31902277799591,103.64969999999404,Aft Tuas Cres 26131
26141,Smarty,1.32668624650782,103.6402558570377,Smarty 26141
26151,Opp Hempel,1.32452998769194,103.64252271521325,Opp Hempel 26151
26161,3NC S'pore,1.32238325656852,103.6448005401494,3NC S'pore 26161
26171,Richee Engrg,1.32013250000852,103.64712138903369,Richee Engrg 26171
26201,Opp MSD,1.32695291537121,103.63192950215767,Opp MSD 26201
26209,MSD,1.32692000001177,103.63175333302225,MSD 26209
26211,Framo S'pore Pte Ltd,1.2909661076742,103.6368386816709,Framo S'pore Pte Ltd 26211
26221,Opp YLS Steel,1.29324977797865,103.63700231055886,Opp YLS Steel 26221
26241,Aft Tuas Sth Ave 2,1.32051139798651,103.63084994911132,Aft Tuas Sth Ave 2 26241
26249,Bef Tuas Sth Ave 2,1.32047370757812,103.63121830364248,Bef Tuas Sth Ave 2 26249
26251,Bef Tuas Sth Ave 2,1.31744784261205,103.62972683501113,Bef Tuas Sth Ave 2 26251
26259,Aft Tuas Sth Ave 2,1.31751639387096,103.63011079068616,Aft Tuas Sth Ave 2 26259
26261,Aft Tuas Sth Ave 4,1.31470906872568,103.62871219060813,Aft Tuas Sth Ave 4 26261
26269,Bef Tuas Sth Ave 4,1.3143583329901,103.62895500001656,Bef Tuas Sth Ave 4 26269
26279,Aft Tuas Sth Ave 4,1.31133425245546,103.6278418960082,Aft Tuas Sth Ave 4 26279
26289,Aft Tuas Sth St 2,1.30854575415228,103.62682065616312,Aft Tuas Sth St 2 26289
26299,Bef Tuas Sth Ave 6,1.30510954355111,103.62556346611817,Bef Tuas Sth Ave 6 26299
26311,Aft Tuas Sth Ave 6,1.30228826515768,103.62978115947504,Aft Tuas Sth Ave 6 26311
26321,Bef Tuas Sth St 2,1.30603953289231,103.63116893582946,Bef Tuas Sth St 2 26321
26331,RS Components,1.30869957612651,103.63213426017336,RS Components 26331
26349,Tuas Technology Pk,1.3119396916744,103.62993851893346,Tuas Technology Pk 26349
26369,See Hup Seng,1.2984699944142,103.62308583345812,See Hup Seng 26369
26379,Yong Nam,1.29387380677403,103.62192147229634,Yong Nam 26379
26389,Bef Tuas Sth Ave 5,1.29055080908937,103.62453377233186,Bef Tuas Sth Ave 5 26389
26399,Aft Tuas View Cres,1.28949499042217,103.627460343254,Aft Tuas View Cres 26399
26409,Multico,1.28912909258559,103.63019873280872,Multico 26409
26419,Aft Tuas View Circuit,1.28891937327423,103.63301962123198,Aft Tuas View Circuit 26419
26429,Bef Tuas Sth Ave 9,1.28869749978137,103.63586909363458,Bef Tuas Sth Ave 9 26429
26431,Aft Tuas Sth Ave 9,1.29448159014169,103.63619121489278,Aft Tuas Sth Ave 9 26431
26441,Bef Tuas Sth Ave 7,1.29568927488087,103.63296571362544,Bef Tuas Sth Ave 7 26441
26451,Bef Tuas Sth Ave 5,1.29689770170555,103.62977787735204,Bef Tuas Sth Ave 5 26451
26461,Aft Tuas Sth Ave 8,1.29946472196917,103.62876777798095,Aft Tuas Sth Ave 8 26461
27011,Hall 11 Blk 55,1.35586334559449,103.68610938870162,Hall 11 Blk 55 27011
27021,Hall 15,1.35324138896679,103.68192916699402,Hall 15 27021
27031,Hall 12,1.35186815681876,103.68051749839924,Hall 12 27031
27041,NIE CP 7,1.35071936245692,103.67864247139184,NIE CP 7 27041
27051,NIE Lib,1.34845333297072,103.67665805600424,NIE Lib 27051
27061,Sch of ADM,1.34984722128218,103.68387082088056,Sch of ADM 27061
27069,Blk 41,1.35008972199881,103.68418444402792,Blk 41 27069
27071,Nanyang Cres Halls,1.35507533539502,103.68452767084536,Nanyang Cres Halls 27071
27091,Opp Blk 271 CP,1.34910999998031,103.70388500000492,Opp Blk 271 CP 27091
27099,Blk 271 CP,1.35023689448473,103.70360999821403,Blk 271 CP 27099
27101,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962,Opp Westwood Sec Sch 27101
27109,Westwood Sec Sch,1.35309472199852,103.70082305601868,Westwood Sec Sch 27109
27121,Bef Nanyang Ave,1.35682305601032,103.69521277798744,Bef Nanyang Ave 27121
27129,Opp Nanyang Ave,1.35733217246828,103.69516041986128,Opp Nanyang Ave 27129
27131,Blk 932,1.34193999997072,103.6885297219715,Blk 932 27131
27139,Blk 934,1.34202746082141,103.68898154351334,Blk 934 27139
27141,Blk 920,1.33967546710179,103.68779973857258,Blk 920 27141
27149,Juying Pr Sch,1.33906525108364,103.68875795867145,Juying Pr Sch 27149
27159,Blk 924,1.34033777802121,103.69005138898682,Blk 924 27159
27169,Bef Jln Bahar,1.35693103245165,103.69424464254188,Bef Jln Bahar 27169
27171,Bef Lor Danau,1.35604565059158,103.6916825448322,Bef Lor Danau 27171
27179,Aft Lor Danau,1.35618418171977,103.6917825773122,Aft Lor Danau 27179
27181,PUB Sub-Stn,1.35587588807417,103.68903620638116,PUB Sub-Stn 27181
27189,Opp PUB Sub-Stn,1.35607204234326,103.68903921690324,Opp PUB Sub-Stn 27189
27199,Hall 11,1.35434216792763,103.68685754938303,Hall 11 27199
27209,Halls 8 & 9,1.35150701703353,103.68569234331088,Halls 8 & 9 27209
27211,Lee Wee Nam Lib,1.34793140650697,103.6805006649782,Lee Wee Nam Lib 27211
27219,NIE Blk 2,1.34793269501118,103.68025240016884,NIE Blk 2 27219
27221,Sch Of CEE,1.34623151653928,103.67851763727316,Sch Of CEE 27221
27231,Wee Kim Wee Sch of C&I,1.34207972361937,103.67922271593844,Wee Kim Wee Sch of C&I 27231
27241,SPMS,1.33998726585628,103.68089382456998,SPMS 27241
27251,Academic Bldg Sth,1.341151,103.683656,Academic Bldg Sth 27251
27261,Hall 4,1.34332011366726,103.68632093846232,Hall 4 27261
27271,Blk 962,1.34199989028017,103.69132051378558,Blk 962 27271
27279,Blk 953,1.34210239034142,103.69119289371211,Blk 953 27279
27281,Hall 1,1.34565500002282,103.68780555602468,Hall 1 27281
27291,Opp Hall 6,1.34772267411254,103.68649929145208,Opp Hall 6 27291
27301,Blk 978,1.34045284969365,103.69439784182156,Blk 978 27301
27309,Blk 705,1.3410704693164,103.69426536144466,Blk 705 27309
27311,Hall 2,1.34902211051484,103.68539285058924,Hall 2 27311
27321,Blk 949,1.34403944399659,103.6917308330011,Blk 949 27321
27329,Blk 840,1.34404250003243,103.6918649999978,Blk 840 27329
27331,West Grove Pr Sch,1.34537305600812,103.69941138898014,West Grove Pr Sch 27331
27341,Blk 729,1.34663703411498,103.69778819793343,Blk 729 27341
27349,Blk 745,1.34680805601666,103.69781805598312,Blk 745 27349
27351,Blk 715,1.34423200986065,103.69613170622604,Blk 715 27351
27359,Blk 817,1.34441434989381,103.69601368907118,Blk 817 27359
27361,Blk 710,1.34294490356227,103.6945223808434,Blk 710 27361
27369,Blk 834,1.34285373346865,103.6941039562493,Blk 834 27369
27371,Opp Blk 755,1.34751384306624,103.700994411555,Opp Blk 755 27371
27379,Blk 755,1.34805042142493,103.70087385175056,Blk 755 27379
27381,Blk 749,1.348143,103.698209,Blk 749 27381
27389,Gek Poh Shop Ctr,1.34845180903204,103.6981043781398,Gek Poh Shop Ctr 27389
27391,Blk 857,1.34842706557746,103.6963119899037,Blk 857 27391
27399,Bet Blks 859/860,1.34866469760279,103.69640367719292,Bet Blks 859/860 27399
27401,Opp Blk 821,1.34736600563095,103.6941379590552,Opp Blk 821 27401
27409,Blk 821,1.34719000000045,103.69416749997193,Blk 821 27409
27411,Blk 844A CP,1.34590833297224,103.69273749998102,Blk 844A CP 27411
27419,Blk 827,1.34575472199235,103.6928200000021,Blk 827 27419
27421,Blk 701,1.3428341669778,103.69536361096888,Blk 701 27421
27429,Blk 711,1.34286500004293,103.69555805555356,Blk 711 27429
27431,Blk 762,1.34946527300866,103.69734630614052,Blk 762 27431
27439,Blk 861,1.34941077845235,103.6971171383191,Blk 861 27439
27441,Bet Blks 757/758,1.35032868767666,103.70079327483803,Bet Blks 757/758 27441
27449,Aft Westwood Ave,1.35053242519874,103.70107895859192,Aft Westwood Ave 27449
27451,Bet Blks 272D/271A,1.35128613677034,103.7041505569119,Bet Blks 272D/271A 27451
27459,Blk 273B,1.35145070001383,103.70399035610367,Blk 273B 27459
27461,Opp Blk 276B,1.35293305775698,103.70512862147235,Opp Blk 276B 27461
27469,Blk 276B,1.35307192192765,103.70486709831036,Blk 276B 27469
27471,Corporation Pr Sch,1.35216655807357,103.70782478135614,Corporation Pr Sch 27471
27479,Opp Corporation Pr Sch,1.3518923433776,103.708182617674,Opp Corporation Pr Sch 27479
27501,NTUC HEALTH NURSING HME,1.34097116721964,103.69167107077278,NTUC HEALTH NURSING HME 27501
27509,Bef Yunnan Cres,1.34043647212319,103.69135819975956,Bef Yunnan Cres 27509
27511,Blk 974,1.33925202251324,103.69310573763543,Blk 974 27511
27519,Opp Blk 974,1.34004285535929,103.69292404819556,Opp Blk 974 27519
27521,Blk 986 CP,1.3368089664846,103.6940617442156,Blk 986 CP 27521
27529,Opp Blk 987A,1.33629804819426,103.69406295180332,Opp Blk 987A 27529
27531,Blk 918,1.34052795177305,103.68697304819686,Blk 918 27531
27539,BEF XINGNAN PR SCH,1.34071614464901,103.6868923374865,BEF XINGNAN PR SCH 27539
28009,Jurong East Int,1.33235,103.740664,Jurong East Int 28009
28011,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987,BEF TOH TUCK AVE 28011
28019,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954,Aft Toh Tuck Ave 28019
28021,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596,OPP 8 @TRADEHUB 21 28021
28029,8 @ TRADEHUB 21,1.32688998200812,103.7543602766846,8 @ TRADEHUB 21 28029
28031,Bef The Synergy,1.32790100001681,103.75101499996688,Bef The Synergy 28031
28039,Aft Boon Lay Sub Stn,1.3280750000324,103.75140833297368,Aft Boon Lay Sub Stn 28039
28041,The Synergy,1.33008349967851,103.74828366332322,The Synergy 28041
28049,Opp The Synergy,1.33069921313648,103.7481034124348,Opp The Synergy 28049
28051,Opp Ng Teng Fong Gen Hosp,1.33228999677029,103.74574002371804,Opp Ng Teng Fong Gen Hosp 28051
28059,Ng Teng Fong General Hosp,1.33260638902834,103.74580722197156,Ng Teng Fong General Hosp 28059
28061,J Gateway,1.33596390763107,103.74254813709638,J Gateway 28061
28069,Blk 203,1.33644240098532,103.74255737341372,Blk 203 28069
28071,Blk 105,1.33765035288669,103.73904242961277,Blk 105 28071
28079,Blk 210,1.33839906637569,103.7386009027093,Blk 210 28079
28081,Blk 112,1.33950830792818,103.73664764665054,Blk 112 28081
28089,Bef Yuhua CC,1.34016358625469,103.73634638831608,Bef Yuhua CC 28089
28091,Lakeside Stn,1.34425795644531,103.720124877254,Lakeside Stn 28091
28099,Opp Lakeside Stn,1.344324,103.719266,Opp Lakeside Stn 28099
28101,Opp SMRT Ulu Pandan Depot,1.33312436803086,103.75905617435504,Opp SMRT Ulu Pandan Depot 28101
28109,SMRT Ulu Pandan Depot,1.33327344230787,103.7593317971408,SMRT Ulu Pandan Depot 28109
28181,Bef Toh Tuck Lk,1.32996642498284,103.75819801692673,Bef Toh Tuck Lk 28181
28189,Aft Toh Tuck Lk,1.32992124735954,103.75850603827898,Aft Toh Tuck Lk 28189
28199,Opposite JEM,1.332679,103.743839,Opposite JEM 28199
28201,Opp The JTC Summit,1.33205706208933,103.7418504873348,Opp The JTC Summit 28201
28211,Bef Jurong East Stn,1.33418677275445,103.74070680700304,Bef Jurong East Stn 28211
28221,Opp Intl Business Pk,1.32761805004,103.74494173101616,Opp Intl Business Pk 28221
28229,German Ctr,1.32536675242565,103.74593185918442,German Ctr 28229
28231,Jurong Town Hall,1.32986201071411,103.74248183726264,Jurong Town Hall 28231
28239,Opp Jurong Town Hall,1.330029,103.742845,Opp Jurong Town Hall 28239
28241,Opp Jurong East Lib,1.33175858461326,103.73957485927777,Opp Jurong East Lib 28241
28249,Jurong East Lib,1.332605,103.739045,Jurong East Lib 28249
28251,S'pore Science Ctr,1.33382805600325,103.7369883329766,S'pore Science Ctr 28251
28259,Opp S'pore Science Ctr,1.33415472196842,103.73698833298556,Opp S'pore Science Ctr 28259
28261,Aft S'pore Science Ctr,1.33614236992322,103.73489878344924,Aft S'pore Science Ctr 28261
28269,Blk 118,1.33653242651923,103.73499280022456,Blk 118 28269
28271,Opp Blk 114,1.33899259685337,103.7339057512108,Opp Blk 114 28271
28279,Blk 114,1.33948295480474,103.73423653369264,Blk 114 28279
28281,Opp Blk 227,1.3420603281321,103.73537548132208,Opp Blk 227 28281
28289,Blk 228,1.34238972202327,103.73598888901056,Blk 228 28289
28291,Blk 303,1.34446090409168,103.73638303040048,Blk 303 28291
28299,Blk 253,1.34438323067917,103.73667027224192,Blk 253 28299
28301,Blk 131,1.33473899929823,103.74030301599493,Blk 131 28301
28309,Intl Business Pk,1.32628627629778,103.74578490414557,Intl Business Pk 28309
28311,Blk 209,1.33825277511898,103.74108351905208,Blk 209 28311
28319,Blk 207,1.33862623918679,103.74173313734524,Blk 207 28319
28321,Blk 239,1.34127166427214,103.74090313908256,Blk 239 28321
28329,Blk 246,1.3414709231345,103.74043571670435,Blk 246 28329
28331,Blk 229,1.34204392869092,103.73804926872124,Blk 229 28331
28339,Blk 252,1.34270510558579,103.73737517747826,Blk 252 28339
28341,Chinese Gdn Stn,1.34247027799798,103.73271277802048,Chinese Gdn Stn 28341
28349,Opp Chinese Gdn Stn,1.34255113741933,103.73318514055592,Opp Chinese Gdn Stn 28349
28351,Opp Blk 350,1.343615278018,103.73105583301476,Opp Blk 350 28351
28359,Blk 350,1.34388722199927,103.73119944403174,Blk 350 28359
28361,Jurong Lake,1.34418881822068,103.72748780602458,Jurong Lake 28361
28369,Opp Jurong Lake,1.34449722197147,103.72747138899736,Opp Jurong Lake 28369
28371,Bef Jurong West St 51,1.34487972199034,103.72409194399874,Bef Jurong West St 51 28371
28379,Aft Jurong West St 51,1.34513639882838,103.72426131705272,Aft Jurong West St 51 28379
28381,Blk 515,1.34626967118054,103.72129604136144,Blk 515 28381
28389,Opp Blk 515,1.34646209983221,103.72147231551902,Opp Blk 515 28389
28391,Blk 501,1.34978093237085,103.71937165971984,Blk 501 28391
28399,Blk 458,1.34974947213063,103.71964821094636,Blk 458 28399
28401,Blk 502,1.3506545513673,103.71861401513462,Blk 502 28401
28409,Blk 454,1.35081149361542,103.71793769087184,Blk 454 28409
28411,Blk 526,1.34805444396931,103.7176175000189,Blk 526 28411
28421,Blk 517,1.34591586108958,103.71934571086804,Blk 517 28421
28431,Blk 134,1.33449626498358,103.73881557585636,Blk 134 28431
28439,Blk 124,1.33451434015094,103.7385749816785,Blk 124 28439
28441,Seventh-Day Advent Ch,1.33576638902918,103.73884916698128,Seventh-Day Advent Ch 28441
28449,Bef Seventh-Day Advent Ch,1.33618166701348,103.73944500002972,Bef Seventh-Day Advent Ch 28449
28451,Parc Oasis,1.34394189080479,103.73465998158574,Parc Oasis 28451
